input_text,target_text
"Day: Sunday, Time: 09:00 - 12:00, Score: 48
Hourly: 01(21), 01(17), 02(19), 02(17), 03(22), 03(20), 04(27), 04(25), 05(44), 05(37), 06(48), 06(40), 07(51), 07(41), 08(48), 08(47), 09(47), 09(52), 10(44), 10(55), 11(42), 11(47), 12(40), 12(45), 13(39), 13(47), 14(39), 14(48), 15(47), 15(40), 16(39), 16(50), 17(47), 17(49), 18(50), 18(44), 19(45), 19(51), 20(45), 20(51), 21(37), 21(46), 22(33), 22(38), 23(30), 23(26)
Daily Avg: 39.9, Peak: 10(55)","Sunday's late morning window (09:00 - 12:00) shows strong performance with 48/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 10:00 (55), +38% vs daily avg (39.9)
- vs Morning 06:00 - 09:00 (avg 45.8): +4% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 45.3): +6% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 92
Hourly: 01(24), 01(20), 02(23), 02(20), 03(27), 03(27), 04(41), 04(34), 05(58), 05(51), 06(62), 06(62), 07(79), 07(80), 08(91), 08(99), 09(96), 09(100), 10(96), 10(92), 11(89), 11(82), 12(80), 12(69), 13(76), 13(73), 14(72), 14(74), 15(71), 15(67), 16(62), 16(64), 17(57), 17(57), 18(57), 18(54), 19(60), 19(60), 20(51), 20(54), 21(45), 21(48), 22(37), 22(40), 23(33), 23(29)
Daily Avg: 59.6, Peak: 09(100)","Monday's late morning window (09:00 - 12:00) shows strong performance with 92/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 09:00 (100), +68% vs daily avg (59.6)
- vs Morning 06:00 - 09:00 (avg 78.8): +17% improvement
- vs Afternoon 12:00 - 15:00 (avg 74.0): +25% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 63.0): +47% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 84
Hourly: 01(25), 01(19), 02(25), 02(21), 03(23), 03(24), 03(33), 04(33), 04(38), 04(50), 05(61), 05(47), 05(58), 06(64), 06(53), 06(72), 07(91), 07(59), 07(79), 08(70), 08(100), 08(95), 09(99), 09(98), 09(73), 10(100), 10(98), 10(70), 11(78), 11(84), 11(57), 12(47), 12(79), 12(71), 13(49), 13(72), 14(51), 14(70), 15(49), 15(68), 16(46), 16(57), 17(44), 17(60), 18(44), 18(57), 19(42), 19(60), 20(54), 20(38), 21(37), 21(49), 22(29), 22(44), 23(24), 23(35)
Daily Avg: 56.7, Peak: 10(100)","Tuesday's late morning window (09:00 - 12:00) shows strong performance with 84/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 10:00 (100), +76% vs daily avg (56.7)
- vs Morning 06:00 - 09:00 (avg 75.9): +11% improvement
- vs Afternoon 12:00 - 15:00 (avg 62.7): +34% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 54.0): +56% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 71
Hourly: 01(28), 01(16), 02(27), 02(17), 03(27), 03(17), 04(48), 04(28), 05(57), 05(45), 06(63), 06(45), 07(79), 07(53), 08(86), 08(59), 09(62), 09(99), 10(59), 10(83), 11(48), 11(73), 12(43), 12(65), 13(43), 13(69), 14(41), 14(68), 15(65), 15(38), 16(35), 16(57), 17(35), 17(52), 18(49), 18(34), 19(32), 19(53), 20(31), 20(46), 21(27), 21(43), 22(24), 22(36), 23(29), 23(20)
Daily Avg: 46.8, Peak: 09(99)","The 09:00 - 12:00 slot on Wednesday delivers 71/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (99), +112% vs daily avg (46.8)
- vs Morning 06:00 - 09:00 (avg 64.2): +10% improvement
- vs Afternoon 12:00 - 15:00 (avg 54.8): +29% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 47.0): +50% improvement"
"Day: Thursday, Time: 18:00 - 21:00, Score: 46
Hourly: 01(21), 01(16), 02(15), 02(19), 03(22), 03(15), 04(39), 04(23), 05(50), 05(35), 06(52), 06(39), 07(51), 07(40), 08(49), 08(41), 09(52), 09(42), 10(39), 10(50), 11(38), 11(48), 12(36), 12(43), 13(36), 13(43), 14(32), 14(44), 15(38), 15(43), 16(37), 16(45), 17(53), 17(39), 17(45), 18(53), 18(40), 18(44), 19(48), 19(52), 19(41), 20(37), 20(52), 20(45), 21(46), 21(41), 21(35), 22(40), 22(32), 22(33), 23(29), 23(32), 23(25)
Daily Avg: 38.8, Peak: 18(53)","The 18:00 - 21:00 slot on Thursday delivers 46/100 engagement, reaching users during peak leisure engagement.
Traceback:
- Peak: 18:00 (53), +37% vs daily avg (38.8)
- vs Morning 06:00 - 09:00 (avg 45.3): +1% improvement
- vs Late Morning 09:00 - 12:00 (avg 44.8): +2% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 42.9): +7% improvement"
"Day: Sunday, Time: 12:00 - 15:00, Score: 90
Hourly: 01(63), 01(55), 02(68), 02(45), 03(56), 03(37), 04(41), 04(46), 05(49), 05(62), 06(73), 06(53), 07(75), 07(60), 08(89), 08(63), 09(70), 09(81), 10(77), 10(95), 11(91), 11(80), 12(100), 12(83), 13(95), 13(81), 14(99), 14(83), 15(82), 15(90), 16(90), 16(84), 17(74), 17(90), 17(80), 18(69), 18(78), 18(82), 19(67), 19(78), 19(76), 20(72), 20(67), 20(66), 21(68), 21(75), 21(76), 22(66), 22(77), 22(74), 23(73), 23(63), 23(71)
Daily Avg: 72.8, Peak: 12(100)","Sunday afternoon captures users during lunch break research, with a commanding 90/100 engagement score.
Traceback:
- Peak: 12:00 (100), +37% vs daily avg (72.8)
- vs Late Afternoon 15:00 - 18:00 (avg 84.3): +7% improvement
- vs Late Morning 09:00 - 12:00 (avg 82.3): +10% improvement
- vs Evening 18:00 - 21:00 (avg 72.8): +24% improvement"
"Day: Monday, Time: 15:00 - 18:00, Score: 84
Hourly: 01(73), 01(43), 01(66), 02(68), 02(50), 02(73), 03(56), 03(38), 03(67), 04(51), 04(44), 04(59), 05(58), 05(44), 05(50), 06(53), 06(60), 06(65), 07(55), 07(52), 07(60), 08(65), 08(57), 08(78), 09(68), 09(74), 09(76), 10(76), 10(73), 10(76), 11(82), 11(85), 11(70), 12(80), 12(70), 12(87), 13(76), 13(91), 13(82), 14(79), 14(87), 14(89), 15(90), 15(93), 15(73), 16(94), 16(81), 16(88), 17(80), 17(74), 17(87), 18(79), 18(79), 18(70), 19(80), 19(70), 19(69), 20(77), 20(71), 20(69), 21(76), 21(58), 21(69), 22(83), 22(73), 22(76), 23(67), 23(64), 23(81)
Daily Avg: 70.7, Peak: 16(94)","Monday late afternoon captures users during post-lunch browsing, with a commanding 84/100 engagement score.
Traceback:
- Peak: 16:00 (94), +33% vs daily avg (70.7)
- vs Afternoon 12:00 - 15:00 (avg 82.3): +3% improvement
- vs Late Morning 09:00 - 12:00 (avg 75.6): +12% improvement
- vs Evening 18:00 - 21:00 (avg 73.8): +14% improvement"
"Day: Tuesday, Time: 15:00 - 18:00, Score: 87
Hourly: 01(63), 01(72), 01(53), 02(58), 02(71), 02(52), 03(63), 03(70), 03(47), 04(50), 04(59), 04(36), 05(47), 05(69), 05(65), 06(59), 06(71), 06(57), 07(58), 07(65), 07(56), 08(77), 08(72), 08(61), 09(74), 09(63), 09(74), 09(78), 10(75), 10(81), 10(80), 10(87), 11(87), 11(78), 11(86), 11(88), 12(89), 12(78), 12(79), 12(75), 13(82), 13(87), 13(81), 13(77), 14(84), 14(87), 14(78), 14(95), 15(87), 15(99), 15(81), 15(93), 16(86), 16(91), 16(92), 16(86), 17(86), 17(80), 17(86), 17(79), 18(82), 18(85), 18(73), 18(77), 19(76), 19(78), 19(78), 19(74), 20(79), 20(76), 20(68), 20(71), 21(75), 21(71), 21(60), 21(71), 22(67), 22(83), 22(77), 22(84), 23(73), 23(77), 23(76), 23(76)
Daily Avg: 74.4, Peak: 15(99)","Tuesday's late afternoon window (15:00 - 18:00) shows strong performance with 87/100, capturing audiences during end-of-workday checks.
Traceback:
- Peak: 15:00 (99), +33% vs daily avg (74.4)
- vs Afternoon 12:00 - 15:00 (avg 82.7): +5% improvement
- vs Late Morning 09:00 - 12:00 (avg 79.2): +10% improvement
- vs Evening 18:00 - 21:00 (avg 76.4): +14% improvement"
"Day: Wednesday, Time: 15:00 - 18:00, Score: 83
Hourly: 01(69), 01(67), 01(65), 01(58), 02(75), 02(66), 02(75), 02(58), 03(53), 03(61), 03(66), 03(63), 04(52), 04(58), 04(50), 04(64), 05(50), 05(50), 05(50), 05(57), 06(62), 06(54), 06(69), 06(63), 07(58), 07(66), 07(59), 07(68), 08(72), 08(70), 08(60), 08(66), 09(72), 09(82), 09(83), 09(79), 10(75), 10(80), 10(83), 10(76), 11(84), 11(85), 11(85), 11(76), 12(75), 12(80), 12(80), 12(78), 13(82), 13(88), 13(82), 13(83), 14(87), 14(84), 14(82), 14(78), 15(85), 15(89), 15(80), 15(83), 16(79), 16(81), 16(86), 16(96), 17(82), 17(76), 17(75), 17(84), 18(68), 18(71), 18(78), 18(66), 19(76), 19(67), 19(71), 19(77), 20(60), 20(67), 20(77), 20(71), 21(65), 21(74), 21(73), 21(65), 22(68), 22(82), 22(67), 22(82), 23(64), 23(79), 23(56), 23(85)
Daily Avg: 71.9, Peak: 16(96)","Wednesday late afternoon captures users during afternoon break scrolling, with a commanding 83/100 engagement score.
Traceback:
- Peak: 16:00 (96), +34% vs daily avg (71.9)
- vs Afternoon 12:00 - 15:00 (avg 81.6): +2% improvement
- vs Late Morning 09:00 - 12:00 (avg 80.0): +4% improvement
- vs Night 21:00 - 00:00 (avg 71.7): +16% improvement"
"Day: Thursday, Time: 15:00 - 18:00, Score: 84
Hourly: 01(78), 01(72), 01(63), 01(68), 02(75), 02(45), 02(49), 02(56), 03(51), 03(48), 03(43), 03(56), 04(48), 04(54), 04(38), 04(58), 05(53), 05(55), 05(62), 05(62), 06(58), 06(57), 06(58), 06(50), 07(55), 07(64), 07(65), 07(68), 08(74), 08(66), 08(71), 08(71), 09(66), 09(71), 09(69), 09(74), 10(80), 10(90), 10(84), 10(74), 11(84), 11(76), 11(82), 11(89), 12(70), 12(84), 12(88), 12(73), 13(83), 13(90), 13(86), 13(86), 14(95), 14(83), 14(78), 14(87), 15(92), 15(81), 15(74), 15(98), 16(91), 16(80), 16(79), 16(98), 17(86), 17(72), 17(74), 17(88), 18(70), 18(74), 18(87), 18(67), 19(75), 19(68), 19(69), 19(79), 20(75), 20(67), 20(74), 20(75), 21(71), 21(67), 21(78), 21(67), 22(74), 22(89), 22(65), 22(90), 23(62), 23(81), 23(71), 23(81)
Daily Avg: 72.0, Peak: 15(98)","The 15:00 - 18:00 slot on Thursday delivers 84/100 engagement, reaching users during post-lunch browsing.
Traceback:
- Peak: 15:00 (98), +36% vs daily avg (72.0)
- vs Afternoon 12:00 - 15:00 (avg 83.6): +1% improvement
- vs Late Morning 09:00 - 12:00 (avg 78.2): +8% improvement
- vs Night 21:00 - 00:00 (avg 74.7): +13% improvement"
"Day: Friday, Time: 15:00 - 18:00, Score: 89
Hourly: 01(69), 01(69), 01(56), 01(63), 02(53), 02(56), 02(55), 02(53), 03(49), 03(73), 03(52), 03(55), 04(61), 04(64), 04(52), 04(51), 05(50), 05(71), 05(61), 05(68), 06(55), 06(80), 06(64), 06(57), 07(54), 07(57), 07(67), 07(66), 08(84), 08(63), 08(71), 08(68), 09(76), 09(72), 09(78), 09(80), 10(77), 10(80), 10(85), 10(84), 11(86), 11(85), 11(91), 11(98), 12(87), 12(86), 12(93), 12(90), 13(90), 13(86), 13(86), 13(92), 14(90), 14(91), 14(88), 15(90), 15(80), 15(91), 16(93), 16(84), 16(100), 17(97), 17(79), 18(77), 18(84), 19(81), 19(75), 20(66), 20(82), 21(80), 21(68), 22(69), 22(88), 23(93), 23(70)
Daily Avg: 74.5, Peak: 16(100)","Friday's late afternoon window (15:00 - 18:00) shows strong performance with 89/100, capturing audiences during afternoon break scrolling.
Traceback:
- Peak: 16:00 (100), +34% vs daily avg (74.5)
- vs Late Morning 09:00 - 12:00 (avg 82.7): +8% improvement
- vs Night 21:00 - 00:00 (avg 78.0): +14% improvement"
"Day: Saturday, Time: 12:00 - 15:00, Score: 90
Hourly: 01(64), 01(75), 02(71), 02(75), 03(66), 03(62), 04(47), 04(58), 05(58), 05(60), 06(58), 06(63), 07(57), 07(66), 08(64), 08(88), 09(92), 09(79), 10(91), 10(78), 11(93), 11(89), 12(96), 12(86), 13(97), 13(84), 14(94), 14(82), 15(83), 15(93), 16(85), 16(71), 17(91), 17(75), 18(66), 18(81), 19(83), 19(71), 20(80), 20(72), 21(77), 21(67), 22(91), 22(62), 23(65), 23(85)
Daily Avg: 75.9, Peak: 13(97)","Saturday's afternoon window (12:00 - 15:00) shows strong performance with 90/100, capturing audiences during lunch break research.
Traceback:
- Peak: 13:00 (97), +28% vs daily avg (75.9)
- vs Late Morning 09:00 - 12:00 (avg 87.0): +3% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 83.0): +8% improvement
- vs Evening 18:00 - 21:00 (avg 75.5): +19% improvement"
"Day: Friday, Time: 09:00 - 12:00, Score: 66
Hourly: 01(24), 01(22), 01(33), 01(40), 02(17), 02(18), 02(29), 02(37), 03(12), 03(26), 03(11), 03(29), 04(13), 04(21), 04(38), 04(21), 05(23), 05(49), 05(43), 05(32), 06(23), 06(42), 06(63), 06(34), 07(44), 07(61), 07(65), 07(28), 08(47), 08(93), 08(91), 08(33), 09(37), 09(87), 09(98), 09(55), 10(90), 10(100), 10(39), 10(62), 11(49), 11(67), 11(34), 11(75), 12(27), 12(70), 12(48), 12(50), 13(64), 13(83), 13(56), 13(34), 14(86), 14(35), 14(52), 14(66), 15(91), 15(48), 15(34), 16(53), 16(30), 16(74), 17(29), 17(41), 17(61), 18(49), 18(27), 18(58), 19(26), 19(64), 20(30), 20(65), 21(27), 21(61), 22(24), 22(49), 23(39), 23(22)
Daily Avg: 46.5, Peak: 10(100)","The 09:00 - 12:00 slot on Friday delivers 66/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 10:00 (100), +115% vs daily avg (46.5)
- vs Afternoon 12:00 - 15:00 (avg 55.9): +18% improvement
- vs Morning 06:00 - 09:00 (avg 52.0): +27% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 51.2): +29% improvement"
"Day: Saturday, Time: 09:00 - 12:00, Score: 50
Hourly: 01(32), 01(18), 02(25), 02(15), 03(21), 03(10), 04(37), 04(15), 05(41), 05(26), 06(48), 06(21), 07(56), 07(25), 08(69), 08(29), 09(32), 09(68), 10(37), 10(73), 11(31), 11(59), 12(28), 12(63), 13(30), 13(62), 14(27), 14(63), 15(54), 15(28), 16(28), 16(54), 17(27), 17(47), 18(43), 18(26), 19(30), 19(52), 20(28), 20(54), 21(27), 21(46), 22(23), 22(43), 23(36), 23(22)
Daily Avg: 37.6, Peak: 10(73)","Saturday late morning captures users during mid-morning work breaks, with a commanding 50/100 engagement score.
Traceback:
- Peak: 10:00 (73), +94% vs daily avg (37.6)
- vs Afternoon 12:00 - 15:00 (avg 45.5): +10% improvement
- vs Morning 06:00 - 09:00 (avg 41.3): +21% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 39.7): +26% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 44
Hourly: 01(24), 01(20), 02(19), 02(12), 03(19), 03(20), 04(24), 04(21), 05(35), 05(25), 06(31), 06(21), 07(50), 07(20), 08(48), 08(25), 09(31), 09(56), 10(34), 10(58), 11(30), 11(52), 12(29), 12(46), 13(28), 13(50), 14(27), 14(50), 15(51), 15(31), 16(26), 16(51), 17(31), 17(48), 18(43), 18(29), 19(28), 19(56), 20(31), 20(56), 21(29), 21(50), 22(26), 22(48), 23(41), 23(22)
Daily Avg: 34.8, Peak: 10(58)","Sunday's late morning window (09:00 - 12:00) shows strong performance with 44/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 10:00 (58), +67% vs daily avg (34.8)
- vs Evening 18:00 - 21:00 (avg 40.5): +7% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 39.7): +10% improvement
- vs Afternoon 12:00 - 15:00 (avg 38.3): +14% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 81
Hourly: 01(35), 01(18), 02(32), 02(17), 03(16), 03(29), 04(28), 04(26), 05(37), 05(24), 06(45), 06(26), 07(35), 07(65), 08(56), 08(77), 09(88), 09(60), 10(94), 10(68), 11(65), 11(99), 11(91), 12(74), 12(48), 12(70), 13(84), 13(83), 13(57), 14(78), 14(82), 14(61), 15(75), 15(51), 15(84), 16(71), 16(43), 16(76), 17(40), 17(60), 17(58), 18(58), 18(37), 18(53), 19(64), 19(40), 19(59), 20(59), 20(70), 20(40), 21(59), 21(37), 21(51), 22(50), 22(50), 22(34), 23(40), 23(40), 23(26)
Daily Avg: 54.1, Peak: 11(99)","Monday's late morning window (09:00 - 12:00) shows strong performance with 81/100, capturing audiences during pre-lunch browsing.
Traceback:
- Peak: 11:00 (99), +83% vs daily avg (54.1)
- vs Afternoon 12:00 - 15:00 (avg 70.8): +14% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 62.0): +30% improvement
- vs Evening 18:00 - 21:00 (avg 53.3): +51% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 80
Hourly: 01(28), 01(16), 01(23), 01(30), 02(31), 02(20), 02(17), 02(25), 03(22), 03(23), 03(17), 03(28), 04(24), 04(25), 04(35), 04(26), 05(33), 05(44), 05(41), 05(54), 06(45), 06(45), 06(42), 06(34), 07(67), 07(52), 07(68), 07(47), 08(50), 08(95), 08(91), 08(94), 09(86), 09(95), 09(99), 09(59), 10(74), 10(100), 10(49), 10(100), 11(88), 11(40), 11(88), 11(84), 12(35), 12(72), 12(58), 12(68), 13(74), 13(88), 13(38), 13(85), 14(86), 14(77), 14(41), 14(73), 15(58), 15(69), 15(40), 15(77), 16(52), 16(34), 16(66), 16(79), 17(42), 17(53), 17(31), 17(67), 18(28), 18(45), 18(53), 18(49), 19(57), 19(28), 19(57), 19(59), 20(26), 20(60), 20(55), 20(51), 21(27), 21(43), 21(52), 21(55), 22(25), 22(37), 22(46), 22(46), 23(39), 23(39), 23(20), 23(29)
Daily Avg: 51.6, Peak: 10(100)","Tuesday late morning captures users during mid-morning work breaks, with a commanding 80/100 engagement score.
Traceback:
- Peak: 10:00 (100), +94% vs daily avg (51.6)
- vs Afternoon 12:00 - 15:00 (avg 66.2): +21% improvement
- vs Morning 06:00 - 09:00 (avg 60.8): +32% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 55.7): +44% improvement"
"Day: Wednesday, Time: 09:00 - 12:00, Score: 75
Hourly: 01(30), 01(22), 01(15), 01(30), 02(28), 02(12), 02(18), 02(26), 03(13), 03(22), 03(17), 03(39), 04(14), 04(20), 04(36), 04(30), 05(33), 05(46), 05(20), 05(45), 06(21), 06(46), 06(41), 06(43), 07(66), 07(51), 07(63), 07(29), 08(33), 08(98), 08(73), 08(92), 09(93), 09(89), 09(86), 09(38), 10(94), 10(81), 10(39), 10(90), 11(86), 11(38), 11(77), 11(89), 12(32), 12(64), 12(64), 12(58), 13(75), 13(61), 13(35), 13(84), 14(76), 14(79), 14(33), 14(70), 15(57), 15(72), 15(32), 15(63), 16(54), 16(27), 16(71), 16(70), 17(51), 17(54), 17(28), 17(51), 18(23), 18(48), 18(42), 18(50), 19(52), 19(19), 19(58), 19(46), 20(19), 20(56), 20(52), 20(55), 21(16), 21(48), 21(46), 21(57), 22(16), 22(39), 22(47), 22(41), 23(40), 23(33), 23(16), 23(33)
Daily Avg: 47.7, Peak: 10(94)","The 09:00 - 12:00 slot on Wednesday delivers 75/100 engagement, reaching users during mid-morning work breaks.
Traceback:
- Peak: 10:00 (94), +97% vs daily avg (47.7)
- vs Afternoon 12:00 - 15:00 (avg 60.9): +23% improvement
- vs Morning 06:00 - 09:00 (avg 54.7): +37% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 52.5): +43% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 61
Hourly: 01(23), 01(17), 01(11), 01(27), 02(20), 02(10), 02(21), 02(27), 03(10), 03(25), 03(20), 03(17), 04(21), 04(43), 04(11), 04(30), 05(38), 05(32), 05(36), 05(12), 06(43), 06(44), 06(18), 06(36), 07(59), 07(69), 07(39), 07(17), 08(100), 08(82), 08(39), 08(21), 09(92), 09(82), 09(45), 09(21), 10(26), 10(90), 10(87), 10(50), 11(22), 11(74), 11(46), 11(92), 12(26), 12(45), 12(67), 12(60), 13(37), 13(80), 13(62), 13(24), 14(21), 14(47), 14(70), 14(75), 15(23), 15(41), 15(59), 15(92), 16(42), 16(21), 16(55), 16(75), 17(35), 17(50), 17(27), 17(62), 18(51), 18(26), 18(41), 18(69), 19(56), 19(22), 19(70), 19(43), 20(27), 20(64), 20(42), 20(54), 21(27), 21(47), 21(40), 21(60), 22(23), 22(43), 22(57), 22(43), 23(53), 23(38), 23(17), 23(32)
Daily Avg: 43.3, Peak: 09(92)","Thursday late morning captures users during coffee break scrolling, with a commanding 61/100 engagement score.
Traceback:
- Peak: 09:00 (92), +112% vs daily avg (43.3)
- vs Afternoon 12:00 - 15:00 (avg 51.2): +18% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 48.5): +25% improvement
- vs Morning 06:00 - 09:00 (avg 47.2): +28% improvement"
"Day: Monday, Time: 18:00 - 21:00, Score: 83
Hourly: 01(39), 01(36), 01(38), 02(36), 02(41), 02(31), 03(36), 03(38), 03(33), 04(49), 04(64), 04(68), 05(66), 05(80), 05(86), 06(72), 06(71), 06(74), 07(62), 07(59), 07(58), 08(64), 08(57), 08(60), 09(67), 09(61), 09(61), 10(61), 10(68), 10(58), 11(69), 11(75), 11(63), 12(75), 12(64), 12(69), 13(63), 13(70), 13(70), 14(61), 14(71), 14(72), 15(71), 15(78), 15(70), 16(85), 16(72), 16(83), 17(80), 17(66), 17(73), 18(84), 18(83), 18(76), 19(84), 19(82), 19(79), 20(89), 20(78), 20(95), 21(95), 21(85), 21(88), 22(85), 22(75), 22(91), 23(63), 23(62), 23(65)
Daily Avg: 67.4, Peak: 20(95)","The 18:00 - 21:00 slot on Monday delivers 83/100 engagement, reaching users during evening relaxation browsing.
Traceback:
- Peak: 20:00 (95), +41% vs daily avg (67.4)
- vs Night 21:00 - 00:00 (avg 78.8): +6% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 75.3): +11% improvement
- vs Afternoon 12:00 - 15:00 (avg 68.3): +22% improvement"
"Day: Tuesday, Time: 18:00 - 21:00, Score: 83
Hourly: 01(41), 01(45), 01(34), 02(47), 02(40), 02(33), 03(32), 03(29), 03(34), 04(64), 04(48), 04(50), 05(79), 05(90), 05(67), 06(78), 06(75), 06(78), 07(63), 07(64), 07(64), 08(61), 08(64), 08(59), 09(71), 09(72), 09(61), 09(72), 10(72), 10(65), 10(61), 10(73), 11(70), 11(66), 11(72), 11(75), 12(68), 12(70), 12(70), 12(63), 13(80), 13(66), 13(65), 13(74), 14(66), 14(75), 14(76), 14(75), 15(68), 15(70), 15(76), 15(80), 16(74), 16(73), 16(80), 16(80), 17(83), 17(75), 17(84), 17(79), 18(85), 18(90), 18(77), 18(81), 19(84), 19(79), 19(76), 19(86), 20(82), 20(89), 20(80), 20(88), 21(92), 21(90), 21(89), 21(97), 22(77), 22(85), 22(81), 22(77), 23(61), 23(67), 23(62), 23(66)
Daily Avg: 70.0, Peak: 18(90)","Tuesday evening captures users during post-dinner leisure time, with a commanding 83/100 engagement score.
Traceback:
- Peak: 18:00 (90), +29% vs daily avg (70.0)
- vs Night 21:00 - 00:00 (avg 78.7): +6% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 76.8): +8% improvement
- vs Afternoon 12:00 - 15:00 (avg 70.7): +18% improvement"
"Day: Wednesday, Time: 18:00 - 21:00, Score: 78
Hourly: 01(42), 01(39), 01(44), 01(41), 02(39), 02(37), 02(42), 02(34), 03(39), 03(35), 03(43), 03(40), 04(41), 04(56), 04(48), 04(49), 05(74), 05(85), 05(64), 05(71), 06(65), 06(77), 06(81), 06(76), 07(58), 07(73), 07(68), 07(70), 08(66), 08(60), 08(62), 08(70), 09(62), 09(71), 09(70), 09(69), 10(65), 10(69), 10(67), 10(70), 11(66), 11(68), 11(78), 11(70), 12(67), 12(73), 12(69), 12(65), 13(71), 13(74), 13(69), 13(72), 14(80), 14(73), 14(65), 14(73), 15(75), 15(77), 15(63), 15(77), 16(77), 16(70), 16(72), 16(85), 17(79), 17(79), 17(64), 17(85), 18(63), 18(85), 18(87), 18(88), 19(82), 19(56), 19(72), 19(88), 20(57), 20(80), 20(86), 20(89), 21(59), 21(94), 21(93), 21(86), 22(57), 22(84), 22(78), 22(80), 23(68), 23(59), 23(54), 23(61)
Daily Avg: 67.1, Peak: 20(89)","Wednesday's evening window (18:00 - 21:00) shows strong performance with 78/100, capturing audiences during evening relaxation browsing.
Traceback:
- Peak: 20:00 (89), +33% vs daily avg (67.1)
- vs Late Afternoon 15:00 - 18:00 (avg 75.2): +3% improvement
- vs Night 21:00 - 00:00 (avg 72.8): +7% improvement
- vs Afternoon 12:00 - 15:00 (avg 70.9): +10% improvement"
"Day: Thursday, Time: 18:00 - 21:00, Score: 88
Hourly: 01(53), 01(40), 01(48), 01(46), 02(37), 02(36), 02(34), 02(40), 03(30), 03(36), 03(35), 03(44), 04(43), 04(43), 04(63), 04(61), 05(74), 05(68), 05(59), 05(77), 06(73), 06(72), 06(83), 06(70), 07(55), 07(60), 07(74), 07(71), 08(74), 08(56), 08(67), 08(80), 09(61), 09(81), 09(74), 09(66), 10(59), 10(62), 10(78), 10(76), 11(74), 11(75), 11(73), 11(60), 12(72), 12(69), 12(59), 12(77), 13(74), 13(74), 13(74), 13(67), 14(72), 14(67), 14(66), 14(78), 15(75), 15(81), 15(72), 15(79), 16(75), 16(75), 16(81), 16(71), 17(80), 17(76), 17(79), 17(79), 18(91), 18(80), 18(90), 18(80), 19(86), 19(84), 19(88), 19(88), 20(89), 20(91), 20(93), 20(91), 21(94), 21(89), 21(100), 21(100), 22(92), 22(81), 22(88), 22(84), 23(67), 23(59), 23(73), 23(66)
Daily Avg: 70.2, Peak: 20(93)","The 18:00 - 21:00 slot on Thursday delivers 88/100 engagement, reaching users during peak leisure engagement.
Traceback:
- Peak: 20:00 (93), +32% vs daily avg (70.2)
- vs Night 21:00 - 00:00 (avg 82.8): +6% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 76.9): +14% improvement
- vs Afternoon 12:00 - 15:00 (avg 70.8): +24% improvement"
